team #,match #,alliance color,starting level,preload,no show,moved forward,auto piece placed,double auto,ship cargo,level 1 cargo,level 2 cargo,level 3 cargo,ship hatches,level 1 hatches,level 2 hatches,level 3 hatches,hatches dropped,cargo dropped,hab attempt level,hab success,hab level reached,climb time,dead,defense
5954,35,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,2,1,0,0,0
3136,36,1,1,2,0,1,0,0,4,1,0,0,0,0,0,0,0,1,2,1,1,0,0,0
2890,36,1,2,2,0,1,0,0,1,0,0,0,0,2,1,0,2,0,1,2,1,0,0,0
1413,36,0,2,2,0,1,0,0,5,0,0,0,2,0,0,0,0,2,1,2,1,0,0,0
4466,36,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1
2068,36,0,1,2,0,1,0,0,3,0,0,0,0,1,0,0,0,2,2,2,2,10,0,0
3072,36,1,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,2,3,12,0,0
3939,37,0,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,2,1,0,0,1
3748,37,0,2,1,0,1,1,0,2,0,0,0,1,0,0,0,0,4,2,2,2,8,0,0
1086,37,1,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,2,2,3,0,1
540,37,0,2,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,2,1,0,0,0
619,37,1,2,1,0,1,0,0,3,0,0,0,3,1,0,0,1,0,1,2,1,0,0,0
6194,37,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0
1598,38,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1
4466,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6194,41,0,1,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,2,1,0,0,0
2068,41,1,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,2,2,8,0,0
6312,41,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7886,40,1,2,2,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
5804,38,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,3,1,2,1,0,0,0
